country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,22000,33000,44000,58700,73300,88000,103000,121000,741000,1380000,2020000,2710000,3450000,4370000,5350000,6330000,7460000,8700000,10000000,11500000,12800000,14400000,16100000,18100000,19800000,21800000,24000000,26200000,28500000,31000000,33700000,36600000,39700000,43200000,46500000,50300000,54500000,59100000,63600000,67600000,71200000,74400000,77800000,81300000,84900000,88900000,92900000,97100000,102000000,107000000,113000000,119000000,125000000,132000000,139000000,146000000,155000000,164000000,174000000,184000000,195000000,205000000,216000000,228000000,241000000,253000000,264000000,275000000,286000000,298000000,309000000,322000000,335000000,351000000,367000000,383000000,402000000
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,323000,733000,1350000,2010000,2710000,3410000,4100000,4820000,5550000,6300000,7040000,7840000,8650000,9480000,10300000,11100000,12000000,12900000,13800000,14700000,15600000,16600000,17600000,18500000,19500000,20500000,21500000,22500000,23500000,24500000,25500000,26500000,27600000,28600000,29700000,30800000,32000000,33200000,34500000,35900000,37300000,38800000,40400000,42000000,43700000,45500000,47300000,49200000,51200000,53200000,55300000,57800000,60400000,62800000,64900000,67100000,69500000,72300000,75300000,78500000
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,11000,22000,29300,36700,47700,58700,69700,80700,95300,114000,143000,183000,231000,290000,356000,422000,469000,532000,590000,660000,733000,799000,909000,1010000,1130000,1220000,1320000,1430000,1540000,1680000,1830000,1970000,2110000,2270000,2450000,2630000,2820000,3040000,3270000,3440000,3620000,3800000,3980000,4170000,4350000,4530000,4730000,4910000,5100000,5250000,5400000,5550000,5750000,5950000,6160000,6380000,6610000,6840000,7070000,7310000,7550000,7810000,8060000,8340000,8610000,8910000,9230000,9570000
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,546000,884000,1330000,1810000,2320000,2870000,3410000,3870000,4420000,5080000,5820000,6500000,7110000,7760000,8840000,10000000,11300000,12700000,14000000,15600000,17100000,18700000,20500000,22000000,23900000,25600000,27500000,29600000,31100000,32900000,34700000,36100000,37300000,38700000,40200000,41200000,42500000,43900000,45100000,46300000,47400000,48400000,49500000,50900000,52300000,53800000,55400000,57100000,58800000,60400000,62000000,63600000,65100000,66700000,68200000,69500000,71000000,72600000,74200000,75900000,77700000,79700000,81600000,83600000,85600000,88000000,90300000,92700000
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114000,246000,392000,550000,766000,1030000,1300000,1550000,1830000,2080000,2360000,2660000,2970000,3210000,3520000,3820000,4120000,4380000,4650000,4960000,5350000,5750000,6140000,6560000,7040000,7520000,8190000,8900000,9650000,10400000,11100000,11900000,12700000,13600000,14500000,15400000,16300000,17200000,18200000,19200000,20200000,21200000,22100000,22800000,22900000,23800000,24800000,26200000,27400000,28700000,30100000,31600000,33400000,35100000,37100000,39100000,41200000,43600000,46000000,48200000,50300000,52400000,54600000,56900000,59700000,62600000,65500000,68500000,71500000
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301000,649000,1010000,1340000,1720000,2160000,2610000,3190000,3770000,4360000,4980000,5710000,6410000,7120000,7850000,8600000,9400000,10300000,11500000,12700000,14100000,15400000,16900000,18400000,20000000,21700000,23400000,25400000,27500000,29400000,31500000,33300000,35000000,37000000,39000000,40900000,42700000,44900000,47300000,50000000,52600000,55200000,58200000,61000000,64300000,68200000,72100000,76200000,80700000,85400000,90300000,96000000,102000000,109000000,116000000,123000000,131000000,139000000,148000000,156000000,163000000,172000000,181000000,190000000,200000000,209000000,219000000,229000000,239000000
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114000,183000,271000,337000,407000,458000,543000,612000,675000,814000,950000,1090000,1180000,1270000,1450000,1540000,1600000,1770000,1770000,1770000,1770000,2040000,2390000,2730000,3170000,3620000,4100000,4650000,5030000,5800000,6700000,7660000,8820000,10000000,11200000,12500000,13900000,15600000,17400000,19400000,21500000,24200000,26900000,29900000,32400000,35100000,37800000,40700000,43600000,46500000,49800000,53300000,56900000,61000000,65300000,69700000,73800000,77900000,82300000,87100000,92400000,97900000,104000000,110000000,116000000,123000000,130000000,138000000,146000000,155000000,164000000,174000000,183000000,192000000,201000000,211000000,221000000,231000000,242000000,254000000,265000000,277000000,290000000,303000000,314000000,326000000,338000000,350000000,360000000,365000000,371000000,380000000,391000000,403000000,414000000,424000000,436000000,449000000,463000000,478000000,490000000,502000000,512000000,522000000,532000000,544000000,555000000,569000000,584000000,598000000,614000000,632000000,651000000,670000000,686000000,694000000,705000000,719000000,735000000,756000000,774000000,796000000,824000000,855000000,889000000,925000000,958000000,997000000,1040000000,1080000000,1120000000,1170000000,1220000000,1280000000,1340000000,1400000000,1460000000,1520000000,1580000000,1650000000,1720000000,1790000000,1860000000,1930000000,2000000000,2080000000,2160000000,2240000000,2330000000,2420000000,2500000000,2590000000,2680000000,2760000000,2860000000,2940000000,3020000000,3110000000,3190000000,3260000000,3340000000,3410000000,3470000000,3530000000,3590000000,3660000000,3720000000,3780000000,3840000000,3900000000,3960000000,4020000000,4080000000,4140000000,4200000000,4270000000,4330000000,4380000000,4440000000,4490000000,4550000000,4600000000,4640000000,4690000000,4730000000,4780000000,4820000000,4870000000,4920000000
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,40300,,,73300,99000,,117000,136000,150000,161000,165000,169000,172000,913000,1560000,2340000,3250000,4030000,4950000,5900000,6860000,7950000,9190000,10400000,11500000,12700000,14000000,15300000,16700000,18200000,19600000,21200000,22500000,23900000,25400000,26900000,28600000,30300000,32000000,33700000,35600000,37500000,39500000,41300000,43100000,44700000,46200000,48000000,49700000,51400000,53300000,55100000,57000000,59300000,61400000,63600000,66100000,68400000,70900000,73400000,76000000,78700000,81500000,84400000,87300000,90300000,93300000,96400000,99400000,103000000,106000000,110000000,114000000,117000000,121000000,124000000,128000000,131000000,135000000,138000000,142000000,145000000
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436000,1140000,1850000,2400000,3010000,3690000,4320000,4950000,5660000,,,,,,,,,,,,7610000,9470000,11500000,13600000,16000000,18700000,21600000,24300000,27400000,30700000,34500000,38800000,43700000,48900000,54600000,60600000,66700000,74400000,82800000,91800000,102000000,113000000,126000000,140000000,156000000,172000000,190000000,209000000,230000000,254000000,281000000,308000000,333000000,361000000,392000000,426000000,461000000,497000000,534000000,572000000,616000000,663000000,701000000,742000000,782000000,824000000,869000000,913000000,956000000,1000000000,1050000000,1090000000,1140000000,1180000000,1220000000,1260000000,1300000000,1350000000,1400000000,1450000000,1500000000,1560000000,1610000000,1670000000,1730000000,1780000000,1830000000,1890000000,1950000000,2010000000,2070000000,2130000000,2200000000,2270000000,2340000000,2410000000,2490000000,2580000000,2670000000,2770000000,2870000000,2980000000,3100000000,3230000000,3380000000,3530000000,3680000000,3850000000,4020000000,4190000000,4380000000,4570000000,4760000000,4970000000,5190000000,5410000000,5640000000,5890000000,6160000000,6430000000,6710000000,7010000000,7320000000,7660000000,8010000000,8390000000,8770000000,9200000000,9650000000,10100000000,10700000000,11200000000,11900000000,12500000000,13200000000,13900000000,14700000000,15500000000,16400000000,17300000000,18200000000,19200000000,20300000000,21300000000,22400000000,23400000000,24600000000,25800000000,27100000000,28500000000,30000000000,31800000000,33500000000,35300000000,37300000000,39200000000,41400000000,43700000000,46100000000,48600000000,51200000000
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,18300,40300,220000,623000,1100000,1870000,2740000,3840000,5130000,6260000,7470000,9710000,11300000,14300000,17600000,21800000,26200000,31500000,37000000,43000000,49100000,55900000,61700000,67600000,73600000,79700000,86400000,93600000,101000000,108000000,117000000,125000000,134000000,143000000,154000000,165000000,176000000,189000000,204000000,222000000,240000000,257000000,274000000,292000000,311000000,331000000,353000000,378000000,405000000,434000000,463000000,490000000,499000000,518000000,527000000,531000000,532000000,536000000,552000000,573000000,583000000,593000000,605000000,619000000,633000000,654000000,676000000,698000000,721000000,745000000,766000000,792000000,815000000,838000000,860000000,885000000,908000000,933000000,960000000,994000000,1030000000,1070000000,1110000000,1160000000,1210000000,1270000000,1330000000,1410000000,1500000000,1600000000,1690000000,1800000000,1900000000,2010000000,2120000000,2240000000,2360000000,2490000000,2620000000,2750000000,2900000000,3080000000,3290000000,3510000000,3730000000,3960000000,4210000000,4490000000,4710000000,4950000000,5220000000,5520000000,5820000000,6140000000,6480000000,6820000000,7170000000,7550000000,7970000000,8410000000,8840000000,9350000000,9880000000,10300000000,10700000000,11200000000,11700000000,12300000000,12900000000
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,3670,3670,3670,3670,3670,139000,392000,1250000,2420000,3820000,5830000,8640000,12100000,16400000,21900000,29100000,38300000,49900000,63500000,77700000,92700000,109000000,127000000,144000000,163000000,181000000,201000000,223000000,246000000,270000000,295000000,327000000,359000000,389000000,416000000,437000000,466000000,497000000,539000000,592000000,652000000,715000000,793000000,877000000,877000000,884000000,888000000,892000000,893000000,909000000,932000000,954000000,979000000,1000000000,1040000000,1080000000,1120000000,1160000000,1200000000,1260000000,1320000000,1390000000,1470000000,1560000000,1650000000,1750000000,1860000000,1990000000,2130000000,2270000000,2430000000,2590000000,2750000000,2920000000,3040000000,3150000000,3290000000,3440000000,3590000000,3750000000,3890000000,4050000000,4230000000,4420000000,4630000000,4850000000,5080000000,5320000000,5580000000,5850000000,6130000000,6390000000,6700000000,7080000000,7450000000,7840000000,8240000000,8660000000,9100000000,9560000000,10100000000,10600000000,11100000000,11700000000,12200000000,12800000000,13400000000,14000000000,14700000000,15300000000,16000000000,16600000000,17400000000
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,139000,429000,799000,1170000,1540000,1910000,2260000,5130000,10900000,16700000,22900000,28800000,41000000,48700000,53500000,61500000,72400000,85200000,99400000,114000000,128000000,128000000,129000000,131000000,133000000,135000000,138000000,141000000,145000000,151000000,157000000,164000000,171000000,180000000,188000000,197000000,207000000,216000000,235000000,263000000,281000000,301000000,324000000,348000000,376000000,406000000,437000000,467000000,501000000,549000000,593000000,635000000,688000000,734000000,765000000,796000000,834000000,874000000,918000000,966000000,1020000000,1090000000,1160000000,1210000000,1250000000,1310000000,1370000000,1440000000,1520000000,1590000000,1660000000,1730000000,1800000000,1870000000,1960000000,2040000000,2130000000,2250000000,2360000000,2460000000,2520000000,2610000000,2720000000,2830000000,2960000000,3120000000,3280000000,3450000000,3610000000,3800000000,3990000000,4190000000
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320000,,,1540000,1790000,2020000,2260000,2520000,2760000,3010000,3300000,3540000,,,10200000,16300000,24400000,31100000,37600000,47600000,57200000,67000000,73500000,82700000,92200000,102000000,112000000,122000000,132000000,144000000,155000000,164000000,171000000,178000000,184000000,191000000,199000000,208000000,217000000,225000000,235000000,245000000,255000000,264000000,273000000,285000000,296000000,306000000,315000000,327000000,338000000,351000000,364000000,377000000,392000000,405000000,420000000,437000000,455000000,473000000,492000000,515000000,537000000,560000000,583000000,605000000,628000000,651000000,675000000,702000000,728000000,755000000,780000000,806000000,831000000,858000000,887000000,917000000,947000000,977000000,1010000000,1040000000,1080000000,1110000000,1150000000,1180000000,1220000000,1260000000,1300000000,1340000000,1390000000,1430000000,1480000000,1530000000,1570000000,1620000000,1670000000,1710000000,1760000000,1800000000,1850000000,1880000000,1920000000,1960000000,2000000000,2030000000,2070000000,2110000000,2150000000
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40300,80700,132000,198000,268000,359000,436000,517000,565000,620000,693000,752000,862000,946000,1030000,1110000,1240000,1400000,1490000,1610000,3280000,6200000,9860000,13900000,18200000,23100000,27900000,33000000,38600000,44200000,50700000,57700000,65700000,73900000,83000000,96000000,110000000,123000000,137000000,152000000,168000000,185000000,201000000,221000000,240000000,260000000,279000000,299000000,320000000,341000000,362000000,383000000,407000000,430000000,454000000,479000000,505000000,532000000,562000000,593000000,629000000,665000000,707000000,752000000,799000000,849000000,901000000,956000000,1010000000,1070000000,1130000000,1190000000,1250000000,1310000000,1370000000,1430000000,1490000000,1550000000,1620000000,1680000000,1750000000,1820000000,1900000000,1960000000,2020000000,2090000000,2150000000,2220000000,2280000000
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29300,700000,1930000,3000000,4610000,5880000,7360000,8830000,10500000,12400000,15100000,17400000,20400000,23100000,26100000,29200000,33300000,37100000,40900000,45300000,50300000,56300000,62600000,69200000,76600000,85000000,93300000,103000000,114000000,126000000,138000000,149000000,160000000,170000000,183000000,195000000,207000000,219000000,231000000,245000000,259000000,272000000,287000000,303000000,319000000,337000000,358000000,381000000,404000000,430000000,455000000,482000000,510000000,540000000,567000000,591000000,614000000,630000000,649000000,668000000,686000000,708000000,734000000,760000000,793000000,824000000,860000000,900000000,938000000,982000000,1020000000,1060000000,1080000000,1110000000,1150000000,1200000000,1230000000,1280000000,1320000000,1370000000,1420000000,1460000000,1500000000,1510000000,1510000000,1520000000,1540000000,1580000000,1610000000,1650000000,1690000000,1740000000,1790000000,1850000000,1910000000,1990000000,2070000000,2160000000,2250000000,2340000000,2450000000,2570000000,2720000000,2880000000,3060000000,3250000000,3460000000,3700000000,3950000000,4220000000,4510000000,4830000000,5150000000,5510000000,5870000000,6210000000,6570000000,6930000000,7300000000,7690000000,8070000000,8450000000,8820000000,9170000000,9540000000,9910000000,10300000000,10700000000,11000000000,11400000000,11900000000,12300000000,12800000000,13200000000,13600000000,14100000000,14500000000,15000000000,15400000000,15900000000,16400000000,16800000000,17300000000,17800000000,18300000000,18800000000,19300000000,19800000000,20200000000,20600000000,21100000000,21500000000,21900000000,22200000000,22600000000,23000000000,23300000000,23700000000,24000000000
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271000,792000,1360000,1970000,2760000,3750000,5010000,6620000,7980000,9820000,11300000,13400000,15500000,17900000,22000000,25000000,28500000,32400000,36300000,40500000,45500000,51300000,57600000,65900000,73500000,81600000,88900000,96400000,105000000,114000000,122000000,130000000,136000000,143000000,148000000,153000000,157000000,163000000,167000000,174000000,181000000,189000000,197000000,205000000,213000000,222000000,232000000,242000000,252000000,262000000,272000000,283000000,293000000,304000000,314000000,325000000,336000000,346000000,356000000,363000000,370000000,378000000,385000000,393000000,401000000,408000000,416000000,424000000,433000000
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,29300,47700,73300,106000,147000,733000,2170000,3580000,4870000,6730000,9050000,11400000,13800000,16300000,19000000,22000000,25400000,29000000,33400000,38600000,44900000,51600000,59800000,67800000,76400000,87500000,99700000,113000000,126000000,143000000,161000000,180000000,203000000,228000000,254000000,283000000,313000000,346000000,381000000,419000000,457000000,497000000,541000000,590000000,645000000,703000000,755000000,814000000,882000000,953000000,1030000000,1110000000,1170000000,1250000000,1320000000,1400000000,1480000000,1570000000,1650000000,1750000000,1840000000,1930000000,2010000000,2080000000,2180000000,2280000000,2380000000,2500000000,2630000000,2760000000,2890000000,3040000000,3190000000,3340000000,3490000000,3630000000,3710000000,3760000000,3830000000,3920000000,4020000000,4120000000,4240000000,4370000000,4520000000,4660000000,4810000000,4970000000,5150000000,5340000000,5530000000,5760000000,6040000000,6340000000,6660000000,7020000000,7410000000,7830000000,8320000000,8880000000,9530000000,10300000000,11100000000,12000000000,12900000000,13800000000,14700000000,15600000000,16500000000,17400000000,18400000000,19300000000,20200000000,21100000000,22000000000,22900000000,23900000000,24800000000,25700000000,26700000000,27700000000,28800000000,30000000000,31200000000,32400000000,33600000000,34800000000,36100000000,37300000000,38500000000,39800000000,41000000000,42300000000,43600000000,44900000000,46200000000,47400000000,48700000000,50000000000,51300000000,52400000000,53600000000,54900000000,56200000000,57500000000,58800000000,60000000000,61200000000,62400000000,63600000000
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172000,334000,528000,741000,994000,1380000,1830000,2320000,2850000,3500000,4250000,5220000,6270000,7490000,8730000,10200000,11700000,13200000,14700000,16400000,18000000,19600000,21500000,23700000,26000000,28500000,31400000,34600000,38200000,42000000,46700000,52500000,58800000,66100000,74300000,82800000,91900000,101000000,111000000,120000000,130000000,140000000,152000000,164000000,177000000,190000000,204000000,218000000,233000000,247000000,262000000,278000000,294000000,311000000,330000000,350000000,371000000,392000000,413000000,434000000,455000000,476000000,500000000,524000000,550000000,575000000,600000000,624000000,648000000
